sector,publishedDate,sentiment
Consumer Cyclical,13/11/2020,0.022806156
Consumer Cyclical,14/11/2020,-0.016968634
Consumer Cyclical,15/11/2020,0.348258252
Consumer Cyclical,16/11/2020,0.203443827
Consumer Cyclical,17/11/2020,-0.097513802
Consumer Cyclical,18/11/2020,-0.156488242
Consumer Cyclical,19/11/2020,0.091827488
Consumer Cyclical,20/11/2020,-0.212216126
Consumer Cyclical,21/11/2020,-0.134911707
Consumer Cyclical,22/11/2020,-0.373812646
Consumer Cyclical,23/11/2020,0.228797008
Consumer Cyclical,24/11/2020,-0.187961489
Consumer Cyclical,25/11/2020,-0.289354172
Consumer Cyclical,26/11/2020,-0.049059092
Consumer Cyclical,27/11/2020,-0.130030545
Consumer Cyclical,28/11/2020,0
Consumer Cyclical,29/11/2020,-0.089945475
Consumer Cyclical,30/11/2020,0.104618661
Consumer Cyclical,01/12/2020,0.179455646
Consumer Cyclical,02/12/2020,0.003459769
Consumer Cyclical,03/12/2020,0.032450143
Consumer Cyclical,04/12/2020,-0.237049165
Consumer Cyclical,05/12/2020,0.039543669
Consumer Cyclical,06/12/2020,-0.204068914
Consumer Cyclical,07/12/2020,0.053353103
Consumer Cyclical,08/12/2020,0.058664945
Consumer Cyclical,09/12/2020,0.004674714
Consumer Cyclical,10/12/2020,0.066973828
Consumer Cyclical,11/12/2020,-0.06185799
Consumer Cyclical,12/12/2020,0.181584455
Consumer Cyclical,13/12/2020,-0.263361854
Consumer Cyclical,14/12/2020,-0.216133112
Consumer Cyclical,15/12/2020,-0.116546688
Consumer Cyclical,16/12/2020,-0.169986969
Consumer Cyclical,17/12/2020,-0.03481728
Consumer Cyclical,18/12/2020,-0.198803651
Consumer Cyclical,19/12/2020,-0.233278824
Consumer Cyclical,20/12/2020,-0.174552784
Consumer Cyclical,21/12/2020,-0.120191825
Consumer Cyclical,22/12/2020,-0.079483272
Consumer Cyclical,23/12/2020,-0.109895828
Consumer Cyclical,24/12/2020,-0.62371318
Consumer Cyclical,25/12/2020,0.17954769
Consumer Cyclical,26/12/2020,0.074884698
Consumer Cyclical,27/12/2020,0.217121703
Consumer Cyclical,28/12/2020,-0.129412138
Consumer Cyclical,29/12/2020,-0.039216246
Consumer Cyclical,30/12/2020,0.091460062
Consumer Cyclical,31/12/2020,-0.074057752
Consumer Cyclical,01/01/2021,-0.135464744
Consumer Cyclical,02/01/2021,0.094928926
Consumer Cyclical,03/01/2021,0.13689937
Consumer Cyclical,04/01/2021,-0.079450868
Consumer Cyclical,05/01/2021,-0.060280444
Consumer Cyclical,06/01/2021,-0.069565572
Consumer Cyclical,07/01/2021,-0.151491509
Consumer Cyclical,08/01/2021,0.066421306
Consumer Cyclical,09/01/2021,-0.115143833
Consumer Cyclical,10/01/2021,-0.402657916
Consumer Cyclical,11/01/2021,-0.110172451
Consumer Cyclical,12/01/2021,-0.012480013
Consumer Cyclical,13/01/2021,-0.060602565
Consumer Cyclical,14/01/2021,-0.104950453
Consumer Cyclical,15/01/2021,-0.461133746
Consumer Cyclical,16/01/2021,-0.172436275
Consumer Cyclical,17/01/2021,-0.820025211
Consumer Cyclical,18/01/2021,0.216200655
Consumer Cyclical,19/01/2021,0.027501452
Consumer Cyclical,20/01/2021,-0.018836711
Consumer Cyclical,21/01/2021,-0.149151694
Consumer Cyclical,22/01/2021,-0.19220356
Consumer Cyclical,23/01/2021,-0.464709124
Consumer Cyclical,24/01/2021,0.029940305
Consumer Cyclical,25/01/2021,-0.036670104
Consumer Cyclical,26/01/2021,0.177666158
Consumer Cyclical,27/01/2021,-0.033046926
Consumer Cyclical,28/01/2021,-0.189393224
Consumer Cyclical,29/01/2021,-0.149906488
Consumer Cyclical,30/01/2021,-0.158043005
Consumer Cyclical,31/01/2021,-0.123248981
Consumer Cyclical,01/02/2021,-0.032799189
Consumer Cyclical,02/02/2021,-0.093512633
Consumer Cyclical,03/02/2021,0.04158502
Consumer Cyclical,04/02/2021,0.016910063
Consumer Cyclical,05/02/2021,-0.062300927
Consumer Cyclical,06/02/2021,-0.228759395
Consumer Cyclical,07/02/2021,0.35813785
Consumer Cyclical,08/02/2021,-0.039133982
Consumer Cyclical,09/02/2021,-0.024625641
Consumer Cyclical,10/02/2021,-0.180278394
Consumer Cyclical,11/02/2021,0.020663693
Consumer Cyclical,12/02/2021,-0.217829016
Consumer Cyclical,13/02/2021,-0.021592286
Consumer Cyclical,14/02/2021,0.128537238
Consumer Cyclical,15/02/2021,-0.10595506
Consumer Cyclical,16/02/2021,0.004543739
Consumer Cyclical,17/02/2021,-0.151436874
Consumer Cyclical,18/02/2021,-0.220587149
Consumer Cyclical,19/02/2021,0.035982662
Consumer Cyclical,20/02/2021,-0.027049564
Consumer Cyclical,21/02/2021,-0.075345492
Consumer Cyclical,22/02/2021,-0.101649606
Consumer Cyclical,23/02/2021,-0.317946129
Consumer Cyclical,24/02/2021,-0.101658152
Consumer Cyclical,25/02/2021,-0.101854616
Consumer Cyclical,26/02/2021,-0.18103041
Consumer Cyclical,27/02/2021,-0.104540307
Consumer Cyclical,28/02/2021,0.084186316
Consumer Cyclical,01/03/2021,-0.063444184
Consumer Cyclical,02/03/2021,0.005370408
Consumer Cyclical,03/03/2021,-0.069368227
Consumer Cyclical,04/03/2021,-0.012969012
Consumer Cyclical,05/03/2021,-0.356010145
Consumer Cyclical,06/03/2021,-0.230523519
Consumer Cyclical,07/03/2021,0.082136091
Consumer Cyclical,08/03/2021,-0.003638342
Consumer Cyclical,09/03/2021,-0.015227018
Consumer Cyclical,10/03/2021,-0.09377274
Consumer Cyclical,11/03/2021,0.097064187
Consumer Cyclical,12/03/2021,-0.22253901
Consumer Cyclical,13/03/2021,-0.125972725
Consumer Cyclical,14/03/2021,-0.142469259
Consumer Cyclical,15/03/2021,0.164351896
Consumer Cyclical,16/03/2021,-0.107502309
Consumer Cyclical,17/03/2021,-0.007552802
Consumer Cyclical,18/03/2021,-0.149212388
Consumer Cyclical,19/03/2021,-0.098512207
Consumer Cyclical,20/03/2021,-0.02929479
Consumer Cyclical,21/03/2021,0.039577582
Consumer Cyclical,22/03/2021,0.02710478
Consumer Cyclical,23/03/2021,-0.016229048
Consumer Cyclical,24/03/2021,-0.082948542
Consumer Cyclical,25/03/2021,-0.206474804
Consumer Cyclical,26/03/2021,-0.343806116
Consumer Cyclical,27/03/2021,-0.220261391
Consumer Cyclical,28/03/2021,-0.47925707
Consumer Cyclical,29/03/2021,-0.182449547
Consumer Cyclical,30/03/2021,-0.018626202
Consumer Cyclical,31/03/2021,-0.081940295
Consumer Cyclical,01/04/2021,0.231552568
Consumer Cyclical,02/04/2021,0.098721115
Consumer Cyclical,03/04/2021,-0.051251071
Consumer Cyclical,04/04/2021,-0.082693204
Consumer Cyclical,05/04/2021,0.115149255
Consumer Cyclical,06/04/2021,-0.108238727
Consumer Cyclical,07/04/2021,-0.098234879
Consumer Cyclical,08/04/2021,0.092727814
Consumer Cyclical,09/04/2021,-0.186306734
Consumer Cyclical,10/04/2021,-0.156509632
Consumer Cyclical,11/04/2021,-0.195927367
Consumer Cyclical,12/04/2021,0.023325799
Consumer Cyclical,13/04/2021,0.00820153
Consumer Cyclical,14/04/2021,0.126505617
Consumer Cyclical,15/04/2021,0.087535176
Consumer Cyclical,16/04/2021,0.160750008
Consumer Cyclical,17/04/2021,-0.292787572
Consumer Cyclical,18/04/2021,-0.303671066
Consumer Cyclical,19/04/2021,-0.02142877
Consumer Cyclical,20/04/2021,-0.309323576
Consumer Cyclical,21/04/2021,-0.155349737
Consumer Cyclical,22/04/2021,-0.140281681
Consumer Cyclical,23/04/2021,0.019718651
Consumer Cyclical,24/04/2021,0.032067001
Consumer Cyclical,25/04/2021,0.157116483
Consumer Cyclical,26/04/2021,-0.002007102
Consumer Cyclical,27/04/2021,0.07197058
Consumer Cyclical,28/04/2021,-0.138818733
Consumer Cyclical,29/04/2021,-0.020298437
Consumer Cyclical,30/04/2021,-0.151015456
Consumer Cyclical,01/05/2021,-0.200092244
Consumer Cyclical,02/05/2021,0.164960912
Consumer Cyclical,03/05/2021,-0.129561459
Consumer Cyclical,04/05/2021,-0.128160722
Consumer Cyclical,05/05/2021,-0.198798695
Consumer Cyclical,06/05/2021,-0.173719587
Consumer Cyclical,07/05/2021,0.137877913
Consumer Cyclical,08/05/2021,-0.296148286
Consumer Cyclical,09/05/2021,0.064869353
Consumer Cyclical,10/05/2021,-0.304927931
Consumer Cyclical,11/05/2021,-0.096670722
Consumer Cyclical,12/05/2021,-0.038140254
Consumer Cyclical,13/05/2021,-0.127513597
Consumer Cyclical,14/05/2021,-0.146769553
Consumer Cyclical,15/05/2021,0.004558432
Consumer Cyclical,16/05/2021,0.305337661
Consumer Cyclical,17/05/2021,-0.15054818
Consumer Cyclical,18/05/2021,0.093279502
Consumer Cyclical,19/05/2021,-0.244844838
Consumer Cyclical,20/05/2021,-0.101304668
Consumer Cyclical,21/05/2021,-0.163610452
Consumer Cyclical,22/05/2021,0.119743039
Consumer Cyclical,23/05/2021,-0.291041905
Consumer Cyclical,24/05/2021,-0.111298469
Consumer Cyclical,25/05/2021,-0.273624162
Consumer Cyclical,26/05/2021,0.072846266
Consumer Cyclical,27/05/2021,-0.014256501
Consumer Cyclical,28/05/2021,0.15334586
Consumer Cyclical,29/05/2021,-0.16076833
Consumer Cyclical,30/05/2021,-0.190405011
Consumer Cyclical,31/05/2021,0.255686589
Consumer Cyclical,01/06/2021,0.069912253
Consumer Cyclical,02/06/2021,0.062034233
Consumer Cyclical,03/06/2021,-0.143819509
Consumer Cyclical,04/06/2021,-0.090940808
Consumer Cyclical,05/06/2021,0.050247876
Consumer Cyclical,06/06/2021,0.003357384
Consumer Cyclical,07/06/2021,-0.115844538
Consumer Cyclical,08/06/2021,-0.02016
Consumer Cyclical,09/06/2021,-0.05504824
Consumer Cyclical,10/06/2021,-0.265689806
Consumer Cyclical,11/06/2021,-0.030693993
Consumer Cyclical,12/06/2021,-0.190336129
Consumer Cyclical,13/06/2021,0.06069677
Consumer Cyclical,14/06/2021,-0.155643513
Consumer Cyclical,15/06/2021,-0.044913808
Consumer Cyclical,16/06/2021,-0.129026225
Consumer Cyclical,17/06/2021,0.115477028
Consumer Cyclical,18/06/2021,0.022051211
Consumer Cyclical,19/06/2021,-0.684594147
Consumer Cyclical,20/06/2021,-0.203099529
Consumer Cyclical,21/06/2021,-0.20725868
Consumer Cyclical,22/06/2021,-0.227752622
Consumer Cyclical,23/06/2021,-0.093787125
Consumer Cyclical,24/06/2021,0.02336558
Consumer Cyclical,25/06/2021,-0.300029612
Consumer Cyclical,26/06/2021,-0.184438898
Consumer Cyclical,27/06/2021,-0.357246006
Consumer Cyclical,28/06/2021,0.029135486
Consumer Cyclical,29/06/2021,0.027321428
Consumer Cyclical,30/06/2021,-0.137073689
Consumer Cyclical,01/07/2021,-0.054815064
Consumer Cyclical,02/07/2021,-0.099040912
Consumer Cyclical,03/07/2021,0.058388221
Consumer Cyclical,04/07/2021,-0.002065522
Consumer Cyclical,05/07/2021,-0.006226891
Consumer Cyclical,06/07/2021,-0.175209385
Consumer Cyclical,07/07/2021,-0.114059135
Consumer Cyclical,08/07/2021,-0.238409122
Consumer Cyclical,09/07/2021,-0.185616605
Consumer Cyclical,10/07/2021,-0.011298716
Consumer Cyclical,11/07/2021,-0.056488824
Consumer Cyclical,12/07/2021,-0.150262943
Consumer Cyclical,13/07/2021,-0.102073652
Consumer Cyclical,14/07/2021,-0.089998606
Consumer Cyclical,15/07/2021,-0.060186229
Consumer Cyclical,16/07/2021,-0.019069284
Consumer Cyclical,17/07/2021,0.259265653
Consumer Cyclical,18/07/2021,-0.582999985
Consumer Cyclical,19/07/2021,-0.156537219
Consumer Cyclical,20/07/2021,0.11383218
Consumer Cyclical,21/07/2021,-0.096938533
Consumer Cyclical,22/07/2021,0.094183284
Consumer Cyclical,23/07/2021,-0.132978832
Consumer Cyclical,24/07/2021,-0.330153859
Consumer Cyclical,25/07/2021,-0.100965035
Consumer Cyclical,26/07/2021,0.171879091
Consumer Cyclical,27/07/2021,-0.170424874
Consumer Cyclical,28/07/2021,-0.094651021
Consumer Cyclical,29/07/2021,-0.005330662
Consumer Cyclical,30/07/2021,-0.337058447
Consumer Cyclical,31/07/2021,-0.051614109
Consumer Cyclical,01/08/2021,-0.03735635
Consumer Cyclical,02/08/2021,-0.141957131
Consumer Cyclical,03/08/2021,-0.032567613
Consumer Cyclical,04/08/2021,-0.256946447
Consumer Cyclical,05/08/2021,-0.062850169
Consumer Cyclical,06/08/2021,-0.297311274
Consumer Cyclical,07/08/2021,-0.168893653
Consumer Cyclical,08/08/2021,-0.191744422
Consumer Cyclical,09/08/2021,-0.202977027
Consumer Cyclical,10/08/2021,-0.373440818
Consumer Cyclical,11/08/2021,-0.477762948
Consumer Cyclical,12/08/2021,-0.163913629
Consumer Cyclical,13/08/2021,-0.076755011
Consumer Cyclical,14/08/2021,-0.574721255
Consumer Cyclical,15/08/2021,0
Consumer Cyclical,16/08/2021,-0.016894019
Consumer Cyclical,17/08/2021,-0.28742198
Consumer Cyclical,18/08/2021,-0.291205334
Consumer Cyclical,19/08/2021,-0.375586841
Consumer Cyclical,20/08/2021,-0.055986698
Consumer Cyclical,21/08/2021,-0.541854419
Consumer Cyclical,22/08/2021,-0.459383865
Consumer Cyclical,23/08/2021,0.034252596
Consumer Cyclical,24/08/2021,0.065732064
Consumer Cyclical,25/08/2021,-0.05704365
Consumer Cyclical,26/08/2021,-0.202048256
Consumer Cyclical,27/08/2021,0.03478549
Consumer Cyclical,28/08/2021,-0.317826927
Consumer Cyclical,29/08/2021,-0.365003531
Consumer Cyclical,30/08/2021,0.204289656
Consumer Cyclical,31/08/2021,-0.125534974
Consumer Cyclical,01/09/2021,0.008693559
Consumer Cyclical,02/09/2021,-0.181646682
Consumer Cyclical,03/09/2021,-0.205431399
Consumer Cyclical,04/09/2021,-0.014667511
Consumer Cyclical,05/09/2021,0
Consumer Cyclical,06/09/2021,-0.316038887
Consumer Cyclical,07/09/2021,-0.153269484
Consumer Cyclical,08/09/2021,-0.180801076
Consumer Cyclical,09/09/2021,-0.054149871
Consumer Cyclical,10/09/2021,-0.365838335
Consumer Cyclical,11/09/2021,0.507952789
Consumer Cyclical,12/09/2021,0.144118376
Consumer Cyclical,13/09/2021,-0.054291528
Consumer Cyclical,14/09/2021,-0.270237824
Consumer Cyclical,15/09/2021,-0.070232778
Consumer Cyclical,16/09/2021,-0.212440999
Consumer Cyclical,17/09/2021,-0.126605932
Consumer Cyclical,18/09/2021,-0.168073654
Consumer Cyclical,19/09/2021,0.265864513
Consumer Cyclical,20/09/2021,0.102867831
Consumer Cyclical,21/09/2021,-0.25547877
Consumer Cyclical,22/09/2021,-0.007805096
Consumer Cyclical,23/09/2021,-0.139848467
Consumer Cyclical,24/09/2021,-0.094407304
Consumer Cyclical,25/09/2021,-0.158026016
Consumer Cyclical,26/09/2021,-0.062637069
Consumer Cyclical,27/09/2021,-0.254967856
Consumer Cyclical,28/09/2021,-0.090473624
Consumer Cyclical,29/09/2021,0.009641305
Consumer Cyclical,30/09/2021,-0.274453408
Consumer Cyclical,01/10/2021,-0.086935585
Consumer Cyclical,02/10/2021,0.001219781
Consumer Cyclical,03/10/2021,-0.310952902
Consumer Cyclical,04/10/2021,-0.078418553
Consumer Cyclical,05/10/2021,-0.20317423
Consumer Cyclical,06/10/2021,0.022286049
Consumer Cyclical,07/10/2021,-0.020390011
Consumer Cyclical,08/10/2021,-0.100796978
Consumer Cyclical,09/10/2021,-0.095594347
Consumer Cyclical,10/10/2021,-0.218235031
Consumer Cyclical,11/10/2021,0.000255337
Consumer Cyclical,12/10/2021,-0.100220991
Consumer Cyclical,13/10/2021,-0.002407051
Consumer Cyclical,14/10/2021,0.040063472
Consumer Cyclical,15/10/2021,-0.321979573
Consumer Cyclical,16/10/2021,-0.143249338
Consumer Cyclical,17/10/2021,-0.274096663
Consumer Cyclical,18/10/2021,-0.158290269
Consumer Cyclical,19/10/2021,0.171002692
Consumer Cyclical,20/10/2021,0.004536481
Consumer Cyclical,21/10/2021,-0.056864498
Consumer Cyclical,22/10/2021,-0.057048062
Consumer Cyclical,23/10/2021,-0.434309759
Consumer Cyclical,24/10/2021,-0.053998427
Consumer Cyclical,25/10/2021,0.104743174
Consumer Cyclical,26/10/2021,0.14174131
Consumer Cyclical,27/10/2021,-0.032394092
Consumer Cyclical,28/10/2021,-0.250826895
Consumer Cyclical,29/10/2021,-0.120958092
Consumer Cyclical,30/10/2021,-0.245545621
Consumer Cyclical,31/10/2021,-0.186317414
Consumer Cyclical,01/11/2021,0.042885745
Consumer Cyclical,02/11/2021,-0.093828534
Consumer Cyclical,03/11/2021,-0.239245395
Consumer Cyclical,04/11/2021,-0.0659396
Consumer Cyclical,05/11/2021,-0.050737147
Consumer Cyclical,06/11/2021,0.02687673
Consumer Cyclical,07/11/2021,-0.079127299
Consumer Cyclical,08/11/2021,-0.219808695
Consumer Cyclical,09/11/2021,-0.14060352
Consumer Cyclical,10/11/2021,-0.127571637
Consumer Cyclical,11/11/2021,0.080707594
Consumer Cyclical,12/11/2021,-0.078712247
Consumer Cyclical,13/11/2021,-0.030979582
Consumer Cyclical,14/11/2021,-0.157130522
Consumer Cyclical,15/11/2021,-0.290746007
Consumer Cyclical,16/11/2021,-0.04505522
Consumer Cyclical,17/11/2021,-0.105437005
Consumer Cyclical,18/11/2021,-0.164950788
Consumer Cyclical,19/11/2021,-0.262990775
Consumer Cyclical,20/11/2021,-0.30166711
Consumer Cyclical,21/11/2021,0.128683094
Consumer Cyclical,22/11/2021,-0.006716678
Consumer Cyclical,23/11/2021,-0.421644376
Consumer Cyclical,24/11/2021,-0.047172164
Consumer Cyclical,25/11/2021,-0.362535991
Consumer Cyclical,26/11/2021,-0.141694257
Consumer Cyclical,27/11/2021,0.085686912
Consumer Cyclical,28/11/2021,0
Consumer Cyclical,29/11/2021,-0.227223445
Consumer Cyclical,30/11/2021,0.016941424
Consumer Cyclical,01/12/2021,-0.034073649
Consumer Cyclical,02/12/2021,-0.039944115
Consumer Cyclical,03/12/2021,-0.299802548
Consumer Cyclical,04/12/2021,-0.0329825
Consumer Cyclical,05/12/2021,-0.593937909
Consumer Cyclical,06/12/2021,-0.090612796
Consumer Cyclical,07/12/2021,-0.069890606
Consumer Cyclical,08/12/2021,-0.457105406
Consumer Cyclical,09/12/2021,-0.384224332
Consumer Cyclical,10/12/2021,0.018752194
Consumer Cyclical,11/12/2021,-0.17016501
Consumer Cyclical,12/12/2021,-0.315984538
Consumer Cyclical,13/12/2021,-0.625074833
Consumer Cyclical,14/12/2021,0.056315769
Consumer Cyclical,15/12/2021,-0.542777051
Consumer Cyclical,16/12/2021,-0.246247965
Consumer Cyclical,17/12/2021,0.232934482
Consumer Cyclical,18/12/2021,0
Consumer Cyclical,19/12/2021,-0.236367404
Consumer Cyclical,20/12/2021,-0.030827359
Consumer Cyclical,21/12/2021,0.036300542
Consumer Cyclical,22/12/2021,-0.285003268
Consumer Cyclical,23/12/2021,-0.12715875
Consumer Cyclical,24/12/2021,-0.140759558
Consumer Cyclical,26/12/2021,-0.200778847
Consumer Cyclical,27/12/2021,-0.236742164
Consumer Cyclical,28/12/2021,-0.2071816
Consumer Cyclical,29/12/2021,-0.042303691
Consumer Cyclical,30/12/2021,-0.30218367
Consumer Cyclical,31/12/2021,0.033418703
Consumer Cyclical,01/01/2022,0
Consumer Cyclical,02/01/2022,0.083311809
Consumer Cyclical,03/01/2022,0.403116658
Consumer Cyclical,04/01/2022,-0.019298875
Consumer Cyclical,05/01/2022,-0.164457239
Consumer Cyclical,06/01/2022,-0.252653169
Consumer Cyclical,07/01/2022,-0.35055413
Consumer Cyclical,08/01/2022,-0.04252552
Consumer Cyclical,09/01/2022,0.075756927
Consumer Cyclical,10/01/2022,-0.043608522
Consumer Cyclical,11/01/2022,-0.106259374
Consumer Cyclical,12/01/2022,-0.012777862
Consumer Cyclical,13/01/2022,0.226681793
Consumer Cyclical,14/01/2022,0.255811391
Consumer Cyclical,15/01/2022,-0.376249683
Consumer Cyclical,17/01/2022,0.188378647
Consumer Cyclical,18/01/2022,-0.354842478
Consumer Cyclical,19/01/2022,-0.189483519
Consumer Cyclical,20/01/2022,-0.226017877
Consumer Cyclical,21/01/2022,-0.186058222
Consumer Cyclical,22/01/2022,-0.348283082
Consumer Cyclical,23/01/2022,-0.320113311
Consumer Cyclical,24/01/2022,-0.382173156
Consumer Cyclical,25/01/2022,0.419018259
Consumer Cyclical,26/01/2022,0.066002781
Consumer Cyclical,27/01/2022,0.0000567
Consumer Cyclical,28/01/2022,-0.432357692
Consumer Cyclical,29/01/2022,0
Consumer Cyclical,30/01/2022,-0.453687817
Consumer Cyclical,31/01/2022,-0.101451847
Consumer Cyclical,01/02/2022,0.031528925
Consumer Cyclical,02/02/2022,-0.057093463
Consumer Cyclical,03/02/2022,-0.388727448
Consumer Cyclical,04/02/2022,-0.153130022
Consumer Cyclical,05/02/2022,0.241556317
Consumer Cyclical,07/02/2022,-0.425956401
Consumer Cyclical,08/02/2022,-0.125832047
Consumer Cyclical,09/02/2022,0.140029615
Consumer Cyclical,10/02/2022,-0.199319381
Consumer Cyclical,11/02/2022,-0.242283195
Consumer Cyclical,12/02/2022,0.107910852
Consumer Cyclical,14/02/2022,-0.407338042
Consumer Cyclical,15/02/2022,-0.057174752
Consumer Cyclical,16/02/2022,-0.087517466
Consumer Cyclical,17/02/2022,-0.21644223
Consumer Cyclical,18/02/2022,-0.217299886
Consumer Cyclical,19/02/2022,-0.103983372
Consumer Cyclical,20/02/2022,-0.916243494
Consumer Cyclical,21/02/2022,-0.092019988
Consumer Cyclical,22/02/2022,0.067046876
Consumer Cyclical,23/02/2022,0.265081325
Consumer Cyclical,24/02/2022,-0.303011144
Consumer Cyclical,25/02/2022,0.039828629
Consumer Cyclical,26/02/2022,0
Consumer Cyclical,28/02/2022,-0.056240295
Consumer Cyclical,01/03/2022,-0.067102941
Consumer Cyclical,02/03/2022,-0.081336019
Consumer Cyclical,03/03/2022,-0.081295108
Consumer Cyclical,04/03/2022,0.037164713
Consumer Cyclical,05/03/2022,-0.364099749
Consumer Cyclical,06/03/2022,-0.289627843
Consumer Cyclical,07/03/2022,-0.223210674
Consumer Cyclical,08/03/2022,-0.089298212
Consumer Cyclical,09/03/2022,-0.062094345
Consumer Cyclical,10/03/2022,-0.078112462
Consumer Cyclical,11/03/2022,0.037948392
Consumer Cyclical,12/03/2022,0.049245266
Consumer Cyclical,13/03/2022,0
Consumer Cyclical,14/03/2022,-0.315689822
Consumer Cyclical,15/03/2022,-0.134336044
Consumer Cyclical,16/03/2022,-0.724683975
Consumer Cyclical,17/03/2022,-0.107541591
Consumer Cyclical,18/03/2022,-0.243555829
Consumer Cyclical,20/03/2022,-0.351813451
Consumer Cyclical,21/03/2022,-0.643236309
Consumer Cyclical,22/03/2022,-0.059876316
Consumer Cyclical,23/03/2022,-0.371657804
Consumer Cyclical,24/03/2022,-0.380340694
Consumer Cyclical,25/03/2022,0.027166657
Consumer Cyclical,26/03/2022,-0.627349913
Consumer Cyclical,27/03/2022,0.42773886
Consumer Cyclical,28/03/2022,0.088992459
Consumer Cyclical,29/03/2022,0.095069746
Consumer Cyclical,30/03/2022,-0.141631868
Consumer Cyclical,31/03/2022,0.046346411
Consumer Cyclical,01/04/2022,0.040609959
Consumer Cyclical,02/04/2022,0.120451197
Consumer Cyclical,01/05/2022,-0.920155744
Consumer Cyclical,02/05/2022,-0.128780041
Consumer Cyclical,03/05/2022,-0.099841135
Consumer Cyclical,04/05/2022,0.028128594
Consumer Cyclical,05/05/2022,0.129448283
Consumer Cyclical,06/05/2022,-0.154964144
Consumer Cyclical,08/05/2022,-0.603553017
Consumer Cyclical,09/05/2022,-0.062952834
Consumer Cyclical,10/05/2022,-0.338193316
Consumer Cyclical,11/05/2022,-0.358695728
Consumer Cyclical,12/05/2022,-0.38860228
Consumer Cyclical,13/05/2022,-0.193748209
Consumer Cyclical,14/05/2022,-0.274784451
Consumer Cyclical,15/05/2022,-0.578801709
Consumer Cyclical,16/05/2022,-0.134600843
Consumer Cyclical,17/05/2022,-0.128211646
Consumer Cyclical,18/05/2022,-0.380612849
Consumer Cyclical,19/05/2022,-0.213806674
Consumer Cyclical,20/05/2022,-0.092313882
Consumer Cyclical,21/05/2022,-0.495774448
Consumer Cyclical,22/05/2022,0
Consumer Cyclical,23/05/2022,-0.029242136
Consumer Cyclical,24/05/2022,-0.323505917
Consumer Cyclical,25/05/2022,-0.18837349
Consumer Cyclical,26/05/2022,-0.427410684
Consumer Cyclical,27/05/2022,-0.184544278
Consumer Cyclical,28/05/2022,-0.107952045
Consumer Cyclical,29/05/2022,0
Consumer Cyclical,01/05/2022,-0.920155793
Consumer Cyclical,02/05/2022,-0.128779984
Consumer Cyclical,03/05/2022,-0.099841143
Consumer Cyclical,04/05/2022,0.028128598
Consumer Cyclical,05/05/2022,0.129448256
Consumer Cyclical,06/05/2022,-0.154964138
Consumer Cyclical,08/05/2022,-0.603553017
Consumer Cyclical,09/05/2022,-0.062952936
Consumer Cyclical,10/05/2022,-0.338193404
Consumer Cyclical,11/05/2022,-0.358695659
Consumer Cyclical,12/05/2022,-0.388602267
Consumer Cyclical,13/05/2022,-0.193748231
Consumer Cyclical,14/05/2022,-0.274784515
Consumer Cyclical,15/05/2022,-0.578801733
Consumer Cyclical,16/05/2022,-0.134600859
Consumer Cyclical,17/05/2022,-0.128211654
Consumer Cyclical,18/05/2022,-0.380612844
Consumer Cyclical,19/05/2022,-0.213806659
Consumer Cyclical,20/05/2022,-0.092313911
Consumer Cyclical,21/05/2022,-0.495774517
Consumer Cyclical,22/05/2022,0
Consumer Cyclical,23/05/2022,-0.029242088
Consumer Cyclical,24/05/2022,-0.323505902
Consumer Cyclical,25/05/2022,-0.188373473
Consumer Cyclical,26/05/2022,-0.427410605
Consumer Cyclical,27/05/2022,-0.184544476
Consumer Cyclical,28/05/2022,-0.107952045
Consumer Cyclical,29/05/2022,0
Consumer Cyclical,01/06/2022,-0.237814915
Consumer Cyclical,02/06/2022,-0.767358464
Consumer Cyclical,03/06/2022,-0.529128009
Consumer Cyclical,04/06/2022,-0.427077793
Consumer Cyclical,05/06/2022,-0.282529722
Consumer Cyclical,06/06/2022,0.145534882
Consumer Cyclical,07/06/2022,-0.290692098
Consumer Cyclical,08/06/2022,0.08711236
Consumer Cyclical,09/06/2022,-0.366181384
Consumer Cyclical,10/06/2022,-0.117698294
Consumer Cyclical,11/06/2022,0.893351287
Consumer Cyclical,12/06/2022,-0.21902211
Consumer Cyclical,13/06/2022,0.147963928
Consumer Cyclical,14/06/2022,-0.157475427
Consumer Cyclical,15/06/2022,-0.11879182
Consumer Cyclical,16/06/2022,-0.002712208
Consumer Cyclical,17/06/2022,-0.73770221
Consumer Cyclical,18/06/2022,0
Consumer Cyclical,19/06/2022,-0.111891929
Consumer Cyclical,20/06/2022,-0.481373318
Consumer Cyclical,21/06/2022,0.060959586
Consumer Cyclical,22/06/2022,0.029885232
Consumer Cyclical,23/06/2022,0.110434078
Consumer Cyclical,24/06/2022,-0.132919172
Consumer Cyclical,25/06/2022,-0.095707026
Consumer Cyclical,26/06/2022,0.206302055
Consumer Cyclical,27/06/2022,0.088351831
Consumer Cyclical,28/06/2022,-0.033147238
Consumer Cyclical,29/06/2022,-0.307887575
Consumer Cyclical,30/06/2022,-0.416043036
Consumer Cyclical,01/07/2022,0.097173911
Consumer Cyclical,02/07/2022,-0.158728475
Consumer Cyclical,03/07/2022,-0.268896947
Consumer Cyclical,04/07/2022,-0.437216058
Consumer Cyclical,05/07/2022,0.336650259
